cluster_label,form.health_centre_information.facility_name_Amanda CHC,form.health_centre_information.facility_name_Amanda Clinic,form.health_centre_information.facility_name_Amanda Hospital/CHC,form.health_centre_information.facility_name_Amanda Tertiary Hospital,form.health_centre_information.facility_name_Amber CHP,form.health_centre_information.facility_name_Amber CHp,form.health_centre_information.facility_name_Amber Tertiary Hospital,form.health_centre_information.facility_name_Amy CHp,form.health_centre_information.facility_name_Andrew CHP,form.health_centre_information.facility_name_Andrew Hospital/CHC,form.health_centre_information.facility_name_Ashley CHP,form.health_centre_information.facility_name_Autumn CHp,form.health_centre_information.facility_name_Billy Clinic,form.health_centre_information.facility_name_Bradley MCHP,form.health_centre_information.facility_name_Brandi hospital,form.health_centre_information.facility_name_Bryan Clinic,form.health_centre_information.facility_name_Carlos CHp,form.health_centre_information.facility_name_Carolyn MCHP,form.health_centre_information.facility_name_Charles Clinic,form.health_centre_information.facility_name_Charles Regional Hospital,form.health_centre_information.facility_name_Charles Tertiary Hospital,form.health_centre_information.facility_name_Cheryl Hospital/CHC,form.health_centre_information.facility_name_Christina CHC,form.health_centre_information.facility_name_Christopher Hospital/CHC,form.health_centre_information.facility_name_Christopher Regional Hospital,form.health_centre_information.facility_name_Cindy Hospital,form.health_centre_information.facility_name_Dalton hospital,form.health_centre_information.facility_name_David CHP,form.health_centre_information.facility_name_Dawn Clinic,form.health_centre_information.facility_name_Dean CHC,form.health_centre_information.facility_name_Deborah Clinic,form.health_centre_information.facility_name_Dennis MCHP,form.health_centre_information.facility_name_Dustin CHP,form.health_centre_information.facility_name_Edward Tertiary Hospital,form.health_centre_information.facility_name_Emily CHP,form.health_centre_information.facility_name_Gene CHp,form.health_centre_information.facility_name_George CHC,form.health_centre_information.facility_name_Glenn CHP,form.health_centre_information.facility_name_Grant CHP,form.health_centre_information.facility_name_Heather MCHP,form.health_centre_information.facility_name_James MCHP,form.health_centre_information.facility_name_Jamie MCHP,form.health_centre_information.facility_name_Jason CHP,form.health_centre_information.facility_name_Jeffrey MCHP,form.health_centre_information.facility_name_Jeremiah Clinic,form.health_centre_information.facility_name_Jesse CHp,form.health_centre_information.facility_name_Jesse Regional Hospital,form.health_centre_information.facility_name_Jessica Hospital,form.health_centre_information.facility_name_Jill CHp,form.health_centre_information.facility_name_Joanna Clinic,form.health_centre_information.facility_name_John Clinic,form.health_centre_information.facility_name_Jorge MCHP,form.health_centre_information.facility_name_Joseph Clinic,form.health_centre_information.facility_name_Joshua Hospital/CHC,form.health_centre_information.facility_name_Justin Clinic,form.health_centre_information.facility_name_Karina Clinic,form.health_centre_information.facility_name_Kathryn Hospital/CHC,form.health_centre_information.facility_name_Kayla Tertiary Hospital,form.health_centre_information.facility_name_Kelsey Regional Hospital,form.health_centre_information.facility_name_Kevin hospital,form.health_centre_information.facility_name_Lance Regional Hospital,form.health_centre_information.facility_name_Latoya CHC,form.health_centre_information.facility_name_Laura Tertiary Hospital,form.health_centre_information.facility_name_Lauren CHC,form.health_centre_information.facility_name_Lee CHC,form.health_centre_information.facility_name_Lee CHP,form.health_centre_information.facility_name_Levi CHC,form.health_centre_information.facility_name_Lindsey MCHP,form.health_centre_information.facility_name_Lisa Tertiary Hospital,form.health_centre_information.facility_name_Margaret CHC,form.health_centre_information.facility_name_Marilyn Hospital/CHC,form.health_centre_information.facility_name_Matthew Clinic,form.health_centre_information.facility_name_Melinda Hospital/CHC,form.health_centre_information.facility_name_Melissa Clinic,form.health_centre_information.facility_name_Melissa Hospital/CHC,form.health_centre_information.facility_name_Michael Hospital,form.health_centre_information.facility_name_Michael Hospital/CHC,form.health_centre_information.facility_name_Michael Regional Hospital,form.health_centre_information.facility_name_Michael Tertiary Hospital,form.health_centre_information.facility_name_Michelle CHp,form.health_centre_information.facility_name_Monica Clinic,form.health_centre_information.facility_name_Nathan Hospital/CHC,form.health_centre_information.facility_name_Nathaniel Regional Hospital,form.health_centre_information.facility_name_Nicole Regional Hospital,form.health_centre_information.facility_name_Nicole Tertiary Hospital,form.health_centre_information.facility_name_Nicole hospital,form.health_centre_information.facility_name_Paul Tertiary Hospital,form.health_centre_information.facility_name_Rachael Hospital,form.health_centre_information.facility_name_Randy Hospital,form.health_centre_information.facility_name_Rebekah Tertiary Hospital,form.health_centre_information.facility_name_Richard MCHP,form.health_centre_information.facility_name_Robert CHp,form.health_centre_information.facility_name_Robert MCHP,form.health_centre_information.facility_name_Robert Regional Hospital,form.health_centre_information.facility_name_Robert hospital,form.health_centre_information.facility_name_Sarah Hospital,form.health_centre_information.facility_name_Savannah Tertiary Hospital,form.health_centre_information.facility_name_Sean hospital,form.health_centre_information.facility_name_Selena Hospital/CHC,form.health_centre_information.facility_name_Shawn Hospital/CHC,form.health_centre_information.facility_name_Sherry CHC,form.health_centre_information.facility_name_Stephanie MCHP,form.health_centre_information.facility_name_Stephen hospital,form.health_centre_information.facility_name_Steven Clinic,form.health_centre_information.facility_name_Steven Tertiary Hospital,form.health_centre_information.facility_name_Tammy CHC,form.health_centre_information.facility_name_Tammy hospital,form.health_centre_information.facility_name_Tanya Clinic,form.health_centre_information.facility_name_Tanya MCHP,form.health_centre_information.facility_name_Tara Hospital/CHC,form.health_centre_information.facility_name_Thomas Hospital,form.health_centre_information.facility_name_Thomas Tertiary Hospital,form.health_centre_information.facility_name_Thomas hospital,form.health_centre_information.facility_name_Timothy MCHP,form.health_centre_information.facility_name_Toni CHp,form.health_centre_information.facility_name_Tracy Regional Hospital,form.health_centre_information.facility_name_Trevor CHp,form.health_centre_information.facility_name_Trevor Tertiary Hospital,form.health_centre_information.facility_name_Tyler CHC,form.health_centre_information.facility_name_Walter MCHP,form.health_centre_information.facility_name_William Tertiary Hospital,form.health_centre_information.facility_name_William hospital,form.health_centre_information.facility_name_Zoe Hospital/CHC,form.health_centre_information.facility_type_community_health_centre,form.health_centre_information.facility_type_community_health_post,form.health_centre_information.facility_type_mch_post,form.health_centre_information.setting_rural,form.health_centre_information.setting_slum,form.health_centre_information.setting_urban
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
